date,symbol,entry_time,entry_price,entry_method,burst_logic,price_source,signal_pct,post_exit_pct,post_exit_note,entry_rsi,mfe_pct,mae_pct,exit_time,exit_price,exit_reason,stop_loss_used,exit_rsi,qty,pl,pl_pct,list_source,entry_slippage_pct,decision_price,fill_price,exit_slippage_pct
2026-09-21,NXPI,2026-09-21T13:35:40.014124,229.04,RAPID_INCREASE_IMMEDIATE,"normal: burst=2 < threshold 5, full size",tick,,0.643,bounced - exit was early,,0.0,-0.8907,2026-09-21T13:35:58.678262,227.0,FIRST_EXIT_-0.7%,True,53.69952540262973,6,-12.239999999999952,-0.8906741180579776,qqq,0.4187,227.0,,
2026-09-21,KHC,2026-09-21T13:33:30.814446,24.71302,RAPID_INCREASE_IMMEDIATE,"normal: burst=1 < threshold 5, full size",tick,,-1.136,kept falling - exit was right,,0.1485,-0.3562,2026-09-21T13:36:01.873501,24.65,BREAKEVEN_STOP,False,33.88324873096448,202,-12.73004000000033,-0.2550072795635727,qqq,-0.0282,24.65,,
2026-09-21,NXPI,2026-09-21T13:35:40.014124,229.04,RAPID_INCREASE_IMMEDIATE,"normal: burst=2 < threshold 5, full size",tick,,0.381,bounced - exit was early,,0.0,-0.8907,2026-09-21T13:37:00.391021,227.265,FINAL_EXIT_-0.75%,True,53.69952540262973,15,-26.625000000000085,-0.7749738037024125,qqq,0.4187,227.265,,
2026-09-21,COHR,2026-09-21T13:38:09.218047,321.09,RAPID_INCREASE_IMMEDIATE,"normal: burst=2 < threshold 5, full size",tick,,1.631,ran further,,0.6182,-0.2347,2026-09-21T13:39:02.038904,323.075,TAKE_PROFIT_0.4%,False,61.47985303860748,2,3.9700000000000273,0.6182067333146513,screener,0.1138,323.075,,
2026-09-21,COHR,2026-09-21T13:38:09.218047,321.09,RAPID_INCREASE_IMMEDIATE,"normal: burst=2 < threshold 5, full size",tick,,0.801,ran further,,0.9499,-0.2347,2026-09-21T13:41:01.603480,324.14,TAKE_PROFIT_0.7%,False,61.47985303860748,2,6.100000000000023,0.9498894390980758,screener,0.1138,324.14,,
2026-09-21,LRCX,2026-09-21T13:34:49.362326,293.11,RAPID_INCREASE_IMMEDIATE,"normal: burst=2 < threshold 5, full size",tick,,-0.303,gave it back,,0.6755,-0.3685,2026-09-21T13:42:02.143171,293.9,TRAILING_STOP,True,44.00308192791714,5,3.949999999999818,0.26952338712427537,qqq,0.0273,293.9,,
2026-09-21,ISRG,2026-09-21T13:34:55.801047,395.568333,RAPID_INCREASE_IMMEDIATE,"normal: burst=2 < threshold 5, full size",tick,,0.107,flat,,0.0333,-0.4015,2026-09-21T13:42:02.275815,393.98,TRAILING_STOP,True,62.83114130773545,6,-9.529997999999864,-0.40153188905543086,qqq,0.0628,393.98,,
2026-09-21,MRNA,2026-09-21T13:38:02.928523,163.0,RAPID_INCREASE_IMMEDIATE,"normal: burst=2 < threshold 5, full size",tick,,0.769,ran further,,0.9847,-0.2577,2026-09-21T13:42:02.374170,164.605,TAKE_PROFIT_0.7%,False,61.9583023082651,5,8.024999999999949,0.9846625766871102,screener,0.1413,164.605,,
2026-09-21,COHR,2026-09-21T13:38:09.218047,321.09,RAPID_INCREASE_IMMEDIATE,"normal: burst=2 < threshold 5, full size",tick,,0.103,flat,,1.3516,-0.2347,2026-09-21T13:42:02.507527,325.4298,TAKE_PROFIT_1%,False,61.47985303860748,1,4.339800000000025,1.3515836681304385,screener,0.1138,325.4298,,
2026-09-21,NVDA,2026-09-21T13:35:27.557071,223.155833,RAPID_INCREASE_IMMEDIATE,"normal: burst=3 < threshold 5, full size",tick,,0.112,flat,,0.4141,-0.0833,2026-09-21T13:43:02.818496,224.08,TAKE_PROFIT_0.4%,False,54.52988007658975,6,5.545002000000068,0.4141352648397998,qqq,0.0004,224.08,,
