trade_id,symbol,date,timestamp,price,gain_pct
KHC-20260921T13333081444,KHC,2026-09-21,2026-09-21T09:33:43.133187-04:00,24.73,-0.0404
KHC-20260921T13333081444,KHC,2026-09-21,2026-09-21T09:33:46.206661-04:00,24.75,0.0404
KHC-20260921T13333081444,KHC,2026-09-21,2026-09-21T09:33:49.291195-04:00,24.74,0.0
KHC-20260921T13333081444,KHC,2026-09-21,2026-09-21T09:33:52.409013-04:00,24.73,-0.0404
KHC-20260921T13333081444,KHC,2026-09-21,2026-09-21T09:33:55.545802-04:00,24.73,-0.0404
KHC-20260921T13333081444,KHC,2026-09-21,2026-09-21T09:33:58.593295-04:00,24.71,-0.1213
KHC-20260921T13333081444,KHC,2026-09-21,2026-09-21T09:34:01.660239-04:00,24.71,-0.1213
KHC-20260921T13333081444,KHC,2026-09-21,2026-09-21T09:34:04.800489-04:00,24.6656,-0.3007
KHC-20260921T13333081444,KHC,2026-09-21,2026-09-21T09:34:07.963045-04:00,24.7,-0.1617
KHC-20260921T13333081444,KHC,2026-09-21,2026-09-21T09:34:11.145718-04:00,24.71,-0.1213
KHC-20260921T13333081444,KHC,2026-09-21,2026-09-21T09:34:14.240477-04:00,24.725,-0.0606
KHC-20260921T13333081444,KHC,2026-09-21,2026-09-21T09:34:17.412940-04:00,24.72,-0.0808
KHC-20260921T13333081444,KHC,2026-09-21,2026-09-21T09:34:20.560339-04:00,24.72,-0.0808
KHC-20260921T13333081444,KHC,2026-09-21,2026-09-21T09:34:23.809031-04:00,24.75,0.0404
KHC-20260921T13333081444,KHC,2026-09-21,2026-09-21T09:34:26.952430-04:00,24.76,0.0808
KHC-20260921T13333081444,KHC,2026-09-21,2026-09-21T09:34:30.154495-04:00,24.76,0.0808
KHC-20260921T13333081444,KHC,2026-09-21,2026-09-21T09:34:33.488709-04:00,24.76,0.0808
KHC-20260921T13333081444,KHC,2026-09-21,2026-09-21T09:34:36.635188-04:00,24.76,0.0808
KHC-20260921T13333081444,KHC,2026-09-21,2026-09-21T09:34:39.784243-04:00,24.75,0.0404
KHC-20260921T13333081444,KHC,2026-09-21,2026-09-21T09:34:42.926293-04:00,24.75,0.0404
KHC-20260921T13333081444,KHC,2026-09-21,2026-09-21T09:34:46.068164-04:00,24.77,0.0913
KHC-20260921T13333081444,KHC,2026-09-21,2026-09-21T09:34:49.172849-04:00,24.75,0.0104
KHC-20260921T13333081444,KHC,2026-09-21,2026-09-21T09:34:52.363014-04:00,24.75,0.0011
KHC-20260921T13333081444,KHC,2026-09-21,2026-09-21T09:34:55.595743-04:00,24.75,0.0011
KHC-20260921T13333081444,KHC,2026-09-21,2026-09-21T09:34:58.805980-04:00,24.74,-0.0393
KHC-20260921T13333081444,KHC,2026-09-21,2026-09-21T09:35:01.960611-04:00,24.64,-0.4433
KHC-20260921T13333081444,KHC,2026-09-21,2026-09-21T09:35:05.327931-04:00,24.63,-0.4837
KHC-20260921T13333081444,KHC,2026-09-21,2026-09-21T09:35:08.519460-04:00,24.66,-0.3625
KHC-20260921T13333081444,KHC,2026-09-21,2026-09-21T09:35:11.733499-04:00,24.6699,-0.1745
ISRG-20260921T13345580104,ISRG,2026-09-21,2026-09-21T09:35:11.733499-04:00,395.1697,-0.134
KHC-20260921T13333081444,KHC,2026-09-21,2026-09-21T09:35:14.896587-04:00,24.66,-0.2145
ISRG-20260921T13345580104,ISRG,2026-09-21,2026-09-21T09:35:14.896587-04:00,395.1928,-0.1191
KHC-20260921T13333081444,KHC,2026-09-21,2026-09-21T09:35:18.042735-04:00,24.66,-0.2145
LRCX-20260921T13344936232,LRCX,2026-09-21,2026-09-21T09:35:18.042735-04:00,292.416,-0.2402
ISRG-20260921T13345580104,ISRG,2026-09-21,2026-09-21T09:35:18.042735-04:00,394.74,-0.2335
KHC-20260921T13333081444,KHC,2026-09-21,2026-09-21T09:35:21.174631-04:00,24.66,-0.2145
LRCX-20260921T13344936232,LRCX,2026-09-21,2026-09-21T09:35:21.174631-04:00,292.666,-0.1549
ISRG-20260921T13345580104,ISRG,2026-09-21,2026-09-21T09:35:21.174631-04:00,394.59,-0.2714
KHC-20260921T13333081444,KHC,2026-09-21,2026-09-21T09:35:24.286704-04:00,24.65,-0.255
LRCX-20260921T13344936232,LRCX,2026-09-21,2026-09-21T09:35:24.286704-04:00,293.22,0.0341
ISRG-20260921T13345580104,ISRG,2026-09-21,2026-09-21T09:35:24.286704-04:00,394.55,-0.2816
KHC-20260921T13333081444,KHC,2026-09-21,2026-09-21T09:35:27.416230-04:00,24.65,-0.255
LRCX-20260921T13344936232,LRCX,2026-09-21,2026-09-21T09:35:27.416230-04:00,292.41,-0.2388
ISRG-20260921T13345580104,ISRG,2026-09-21,2026-09-21T09:35:27.416230-04:00,393.6065,-0.496
KHC-20260921T13333081444,KHC,2026-09-21,2026-09-21T09:35:30.565637-04:00,24.655,-0.2348
LRCX-20260921T13344936232,LRCX,2026-09-21,2026-09-21T09:35:30.565637-04:00,292.625,-0.1655
ISRG-20260921T13345580104,ISRG,2026-09-21,2026-09-21T09:35:30.565637-04:00,394.55,-0.2574
KHC-20260921T13333081444,KHC,2026-09-21,2026-09-21T09:35:33.684452-04:00,24.66,-0.2145
LRCX-20260921T13344936232,LRCX,2026-09-21,2026-09-21T09:35:33.684452-04:00,292.525,-0.1996
ISRG-20260921T13345580104,ISRG,2026-09-21,2026-09-21T09:35:33.684452-04:00,394.55,-0.2574
KHC-20260921T13333081444,KHC,2026-09-21,2026-09-21T09:35:36.776970-04:00,24.66,-0.2145
LRCX-20260921T13344936232,LRCX,2026-09-21,2026-09-21T09:35:36.776970-04:00,292.38,-0.2491
ISRG-20260921T13345580104,ISRG,2026-09-21,2026-09-21T09:35:36.776970-04:00,394.72,-0.2145
KHC-20260921T13333081444,KHC,2026-09-21,2026-09-21T09:35:39.872273-04:00,24.66,-0.2145
LRCX-20260921T13344936232,LRCX,2026-09-21,2026-09-21T09:35:39.872273-04:00,291.8201,-0.4401
ISRG-20260921T13345580104,ISRG,2026-09-21,2026-09-21T09:35:39.872273-04:00,394.858,-0.1796
NVDA-20260921T13352755707,NVDA,2026-09-21,2026-09-21T09:35:39.872273-04:00,223.14,0.0045
KHC-20260921T13333081444,KHC,2026-09-21,2026-09-21T09:35:43.020477-04:00,24.67,-0.1741
LRCX-20260921T13344936232,LRCX,2026-09-21,2026-09-21T09:35:43.020477-04:00,291.82,-0.4401
ISRG-20260921T13345580104,ISRG,2026-09-21,2026-09-21T09:35:43.020477-04:00,394.71,-0.217
NVDA-20260921T13352755707,NVDA,2026-09-21,2026-09-21T09:35:43.020477-04:00,223.155,0.0085
KHC-20260921T13333081444,KHC,2026-09-21,2026-09-21T09:35:46.117726-04:00,24.6623,-0.2052
LRCX-20260921T13344936232,LRCX,2026-09-21,2026-09-21T09:35:46.117726-04:00,291.91,-0.4094
ISRG-20260921T13345580104,ISRG,2026-09-21,2026-09-21T09:35:46.117726-04:00,394.53,-0.2625
NVDA-20260921T13352755707,NVDA,2026-09-21,2026-09-21T09:35:46.117726-04:00,223.055,-0.0452
KHC-20260921T13333081444,KHC,2026-09-21,2026-09-21T09:35:49.208104-04:00,24.67,-0.1741
LRCX-20260921T13344936232,LRCX,2026-09-21,2026-09-21T09:35:49.208104-04:00,292.1625,-0.3233
