trade_id,symbol,date,timestamp,price,gain_pct
COHR-20260922T13334897185,COHR,2026-09-22,2026-09-22T09:34:05.382577-04:00,311.82,-0.2144
COHR-20260922T13334897185,COHR,2026-09-22,2026-09-22T09:34:08.691668-04:00,311.7171,-0.2259
COHR-20260922T13334897185,COHR,2026-09-22,2026-09-22T09:34:12.009829-04:00,311.29,-0.3626
COHR-20260922T13334897185,COHR,2026-09-22,2026-09-22T09:34:15.408590-04:00,311.33,-0.3181
COHR-20260922T13334897185,COHR,2026-09-22,2026-09-22T09:34:18.999944-04:00,311.09,-0.395
COHR-20260922T13334897185,COHR,2026-09-22,2026-09-22T09:34:22.268567-04:00,311.565,-0.2429
TWST-20260922T13340238095,TWST,2026-09-22,2026-09-22T09:34:22.268567-04:00,164.45,-1.8209
GOOG-20260922T13341240788,GOOG,2026-09-22,2026-09-22T09:34:22.268567-04:00,354.36,-0.1099
COHR-20260922T13334897185,COHR,2026-09-22,2026-09-22T09:34:25.610016-04:00,311.29,-0.331
GOOG-20260922T13341240788,GOOG,2026-09-22,2026-09-22T09:34:25.610016-04:00,354.475,-0.0775
COHR-20260922T13334897185,COHR,2026-09-22,2026-09-22T09:34:28.919362-04:00,311.58,-0.2381
GOOG-20260922T13341240788,GOOG,2026-09-22,2026-09-22T09:34:28.919362-04:00,354.63,-0.0338
COHR-20260922T13334897185,COHR,2026-09-22,2026-09-22T09:34:32.290453-04:00,311.0901,-0.395
GOOG-20260922T13341240788,GOOG,2026-09-22,2026-09-22T09:34:32.290453-04:00,354.49,-0.0733
COHR-20260922T13334897185,COHR,2026-09-22,2026-09-22T09:34:35.503030-04:00,311.435,-0.2845
GOOG-20260922T13341240788,GOOG,2026-09-22,2026-09-22T09:34:35.503030-04:00,354.7988,0.0138
COHR-20260922T13334897185,COHR,2026-09-22,2026-09-22T09:34:38.751703-04:00,311.8763,-0.1432
GOOG-20260922T13341240788,GOOG,2026-09-22,2026-09-22T09:34:38.751703-04:00,354.74,-0.0028
COHR-20260922T13334897185,COHR,2026-09-22,2026-09-22T09:34:41.967426-04:00,311.715,-0.1949
GOOG-20260922T13341240788,GOOG,2026-09-22,2026-09-22T09:34:41.967426-04:00,355.0085,0.0729
COHR-20260922T13334897185,COHR,2026-09-22,2026-09-22T09:34:45.244703-04:00,311.706,-0.1978
GOOG-20260922T13341240788,GOOG,2026-09-22,2026-09-22T09:34:45.244703-04:00,355.14,0.1099
MLKN-20260922T13342928473,MLKN,2026-09-22,2026-09-22T09:34:45.244703-04:00,21.12,0.8115
COHR-20260922T13334897185,COHR,2026-09-22,2026-09-22T09:34:48.640565-04:00,311.68,-0.2061
GOOG-20260922T13341240788,GOOG,2026-09-22,2026-09-22T09:34:48.640565-04:00,355.0,0.0705
MLKN-20260922T13342928473,MLKN,2026-09-22,2026-09-22T09:34:48.640565-04:00,21.12,0.8115
GFS-20260922T13344224073,GFS,2026-09-22,2026-09-22T09:34:48.640565-04:00,48.18,-0.1451
COHR-20260922T13334897185,COHR,2026-09-22,2026-09-22T09:34:51.827066-04:00,311.79,-0.1709
GOOG-20260922T13341240788,GOOG,2026-09-22,2026-09-22T09:34:51.827066-04:00,355.01,0.0733
MLKN-20260922T13342928473,MLKN,2026-09-22,2026-09-22T09:34:51.827066-04:00,21.12,0.8115
GFS-20260922T13344224073,GFS,2026-09-22,2026-09-22T09:34:51.827066-04:00,48.18,-0.1451
COHR-20260922T13334897185,COHR,2026-09-22,2026-09-22T09:34:55.033029-04:00,311.98,-0.11
GOOG-20260922T13341240788,GOOG,2026-09-22,2026-09-22T09:34:55.033029-04:00,355.174,0.1195
MLKN-20260922T13342928473,MLKN,2026-09-22,2026-09-22T09:34:55.033029-04:00,21.12,0.8115
GFS-20260922T13344224073,GFS,2026-09-22,2026-09-22T09:34:55.033029-04:00,48.18,-0.1451
COHR-20260922T13334897185,COHR,2026-09-22,2026-09-22T09:34:58.264872-04:00,311.95,-0.1196
GOOG-20260922T13341240788,GOOG,2026-09-22,2026-09-22T09:34:58.264872-04:00,355.7,0.2678
