date,signal_time,symbol,entry_method,price,signal_pct,excess_vs_spy_pct,spy_pct,rvol,spread_pct,burst_width,opening_hit_rate,opening_avg_gain,opening_sessions,opening_efficiency,opening_directional,cf_efficiency,cf_rel_strength,cf_vol_accel,cf_vwap_pos,cf_exhaustion,cf_breakout,cf_rvol,cf_spread,cf_vwap,cf_sector_strength,cf_sector_etf,cf_score,taken,skip_reason,qty,size_multiplier,price_15min,pct_15min,price_30min,pct_30min
2026-09-22,2026-09-22T13:30:05.487530,MRNA,OPENING_MOVE,169.57,1.055,,,,,,,,,,,,,,,,,,,,,,,True,,,0.6,171.95,1.4036,176.65,4.1753
2026-09-22,2026-09-22T13:30:05.648786,INTC,OPENING_MOVE,121.035,0.837,,,,,,,,,,,,,,,,,,,,,,,True,,,0.6,121.88,0.6981,121.655,0.5122
2026-09-22,2026-09-22T13:30:05.712730,HUT,OPENING_MOVE,102.0,0.681,,,,,,,,,,,,,,,,,,,,,,,True,,,0.6,106.63,4.5392,107.23,5.1275
2026-09-22,2026-09-22T13:30:05.834492,AXTI,OPENING_MOVE,76.98,0.614,,,,,,,,,,,,,,,,,,,,,,,True,,,0.6,76.27,-0.9223,77.82,1.0912
2026-09-22,2026-09-22T13:31:20.173703,MRVL,OPENING_MOVE,257.5497,1.119,,0.028,,,,,,,,,,,,,,,,,,,,,True,,,0.6,261.1675,1.4047,263.21,2.1978
2026-09-22,2026-09-22T13:31:20.233175,NVDA,OPENING_MOVE,228.502,0.862,,0.028,,,,,,,,,,,,,,,,,,,,,True,,,0.6,227.415,-0.4757,227.3193,-0.5176
2026-09-22,2026-09-22T13:31:20.328857,GFS,OPENING_MOVE,48.17,0.354,,0.028,,,,,,,,,,,,,,,,,,,,,True,,,0.6,48.4,0.4775,48.61,0.9134
2026-09-22,2026-09-22T13:31:20.430582,BMNR,OPENING_MOVE,28.05,0.322,,0.028,,,,,,,,,,,,,,,,,,,,,True,,,0.6,28.025,-0.0891,28.195,0.5169
2026-09-22,2026-09-22T13:31:23.617746,ETHU,OPENING_MOVE,31.98,0.345,,0.028,,,,,,,,,,,,,,,,,,,,,True,,,0.6,32.0486,0.2145,32.09,0.344
2026-09-22,2026-09-22T13:31:29.959875,COIN,OPENING_MOVE,201.67,0.951,,0.028,,,,,,,,,,,,,,,,,,,,,True,,,0.6,199.69,-0.9818,199.91,-0.8727
2026-09-22,2026-09-22T13:31:36.742547,GME,OPENING_MOVE,23.55,0.384,,0.028,,,,,,,,,,,,,,,,,,,,,True,,,0.6,23.5704,0.0866,23.71,0.6794
2026-09-22,2026-09-22T13:31:49.789660,LRCX,OPENING_MOVE,298.43,0.79,,0.028,,,,,,,,,,,,,,,,,,,,,True,,,0.6,301.59,1.0589,304.65,2.0842
2026-09-22,2026-09-22T13:31:49.878828,ADI,OPENING_MOVE,383.7187,0.4,,0.028,,,,,,,,,,,,,,,,,,,,,True,,,0.6,383.235,-0.1261,384.075,0.0929
2026-09-22,2026-09-22T13:32:28.067319,NBIS,OPENING_MOVE,234.7385,0.729,,0.116,,,,,,,,,,,,,,,,,,,,,True,,,0.6,242.3,3.2212,243.44,3.7069
2026-09-22,2026-09-22T13:33:02.185021,COHR,OPENING_MOVE,310.0193,-1.315,,0.116,,,,,,,,,,,,,,,,,,,,,False,opening_burst_not_taken,,0.6,315.58,1.7937,320.16,3.271
2026-09-22,2026-09-22T13:33:02.185075,FSLY,OPENING_MOVE,27.1,-3.214,,0.116,,,,,,,,,,,,,,,,,,,,,False,opening_burst_not_taken,,0.6,27.36,0.9594,27.9352,3.0819
2026-09-22,2026-09-22T13:33:02.185119,CRWV,OPENING_MOVE,85.185,-0.74,,0.116,,,,,,,,,,,,,,,,,,,,,False,opening_burst_not_taken,,0.6,87.4075,2.609,88.165,3.4983
2026-09-22,2026-09-22T13:33:02.185145,BE,OPENING_MOVE,274.9,0.091,,0.116,,,,,,,,,,,,,,,,,,,,,False,opening_burst_not_taken,,0.6,277.52,0.9531,277.0,0.7639
2026-09-22,2026-09-22T13:33:02.185173,TWST,OPENING_MOVE,165.73,-1.027,,0.116,,,,,,,,,,,,,,,,,,,,,False,opening_burst_not_taken,,0.6,167.35,0.9775,169.728,2.4124
2026-09-22,2026-09-22T13:33:02.185196,CBRS,OPENING_MOVE,205.11,0.96,,0.116,,,,,,,,,,,,,,,,,,,,,False,opening_burst_not_taken,,0.6,202.59,-1.2286,202.715,-1.1677
2026-09-22,2026-09-22T13:33:02.185221,GOOG,OPENING_MOVE,353.1189,0.014,,0.116,,,,,,,,,,,,,,,,,,,,,False,opening_burst_not_taken,,0.6,357.865,1.3441,355.715,0.7352
2026-09-22,2026-09-22T13:33:02.185246,TSLA,OPENING_MOVE,375.8526,-0.744,,0.116,,,,,,,,,,,,,,,,,,,,,False,opening_burst_not_taken,,0.6,375.39,-0.1231,376.43,0.1536
2026-09-22,2026-09-22T13:33:02.185271,KLAC,OPENING_MOVE,181.405,0.618,,0.116,,,,,,,,,,,,,,,,,,,,,False,opening_burst_not_taken,,0.6,181.08,-0.1792,183.645,1.2348
2026-09-22,2026-09-22T13:33:02.185295,CDNS,OPENING_MOVE,295.995,-0.846,,0.116,,,,,,,,,,,,,,,,,,,,,False,opening_burst_not_taken,,0.6,295.5,-0.1672,295.625,-0.125
2026-09-22,2026-09-22T13:33:02.185322,ZS,OPENING_MOVE,207.065,-1.398,,0.116,,,,,,,,,,,,,,,,,,,,,False,opening_burst_not_taken,,0.6,205.0,-0.9973,205.1,-0.949
2026-09-22,2026-09-22T13:33:12.768225,FSLY,RAPID_INCREASE_IMMEDIATE,27.205,0.573,0.48,0.093,,10.6598,1,0.8,3.6818365170990335,5,0.6754424719402555,0.6,,62.0,,54.4,16.1,0.0,,0.0,27.1567,,,51.01323086476045,True,,,1.0,27.36,0.5697,27.9352,2.6841
2026-09-22,2026-09-22T13:33:19.451893,TWST,RAPID_INCREASE_IMMEDIATE,165.73,0.778,0.685,0.093,1.0,15.9295,1,0.8,1.8417728608457076,5,0.2820948574598491,0.45,100.0,67.1,,55.2,28.1,0.0,50.0,0.0,165.385,,,59.98961856381454,True,,,1.0,167.35,0.9775,169.728,2.4124
2026-09-22,2026-09-22T13:33:22.718942,COHR,RAPID_INCREASE_IMMEDIATE,310.14,0.369,0.276,0.093,1.0,10.7242,1,1.0,2.455834608950637,5,0.41408697234840924,0.5,66.3,56.9,,45.8,4.1,0.0,50.0,0.0,310.6667,,,53.389719615834935,True,,,1.0,315.58,1.754,320.16,3.2308
2026-09-22,2026-09-22T13:33:26.105357,FSLY,RAPID_INCREASE_IMMEDIATE,27.2125,0.601,0.508,0.093,1.0,9.9587,1,0.8,3.6818365170990335,5,0.6754424719402555,0.6,100.0,62.7,,55.1,17.7,0.0,50.0,0.0,27.1567,,,60.65510696828133,True,,,1.0,27.36,0.542,27.9352,2.6558
2026-09-22,2026-09-22T13:33:39.193331,FSLY,RAPID_INCREASE_IMMEDIATE,27.22,0.628,0.535,0.093,1.0,10.6539,1,0.8,3.6818365170990335,5,0.6754424719402555,0.6,100.0,63.4,,55.8,19.3,0.0,50.0,0.0,27.1567,,,60.65543740388014,True,,,1.0,27.36,0.5143,27.9352,2.6275
2026-09-22,2026-09-22T13:33:48.973585,COHR,RAPID_INCREASE_IMMEDIATE,312.3865,1.096,1.003,0.093,1.0,10.6471,2,1.0,2.455834608950637,5,0.41408697234840924,0.5,85.4,75.1,50.0,63.8,46.8,40.0,50.0,0.0,310.6667,,,59.28508008085886,True,,,1.0,315.58,1.0223,320.16,2.4884
2026-09-22,2026-09-22T13:33:49.012838,TWST,RAPID_INCREASE_IMMEDIATE,165.73,0.778,0.685,0.093,1.0,15.9295,2,0.8,1.8417728608457076,5,0.2820948574598491,0.45,33.5,67.1,50.0,55.2,28.1,0.0,50.0,0.0,165.385,,,47.24265770370232,True,,,1.0,167.35,0.9775,169.728,2.4124
2026-09-22,2026-09-22T13:33:52.357618,FSLY,RAPID_INCREASE_IMMEDIATE,27.28,0.85,0.757,0.093,1.0,9.934,1,0.8,3.6818365170990335,5,0.6754424719402555,0.6,100.0,68.9,,61.4,32.4,0.0,50.0,0.0,27.1567,,,60.63513971220014,False,rejected_by_pre_entry_checks,,1.0,27.51,0.8431,27.9352,2.4018
2026-09-22,2026-09-22T13:33:55.648544,FSLY,RAPID_INCREASE_IMMEDIATE,27.28,0.85,0.757,0.093,1.0,9.934,1,0.8,3.6818365170990335,5,0.6754424719402555,0.6,100.0,68.9,50.0,61.4,32.4,0.0,50.0,0.0,27.1567,,,58.862616426833455,False,rejected_by_pre_entry_checks,,1.0,27.51,0.8431,27.915,2.3277
2026-09-22,2026-09-22T13:33:58.889516,FSLY,RAPID_INCREASE_IMMEDIATE,27.28,0.85,0.757,0.093,1.0,9.934,1,0.8,3.6818365170990335,5,0.6754424719402555,0.6,100.0,68.9,50.0,61.4,32.4,0.0,50.0,0.0,27.1567,,,58.862616426833455,False,rejected_by_pre_entry_checks,,1.0,27.51,0.8431,27.915,2.3277
2026-09-22,2026-09-22T13:34:02.323757,MLKN,RAPID_INCREASE_IMMEDIATE,21.12,2.251,2.166,0.085,0.786,24.3845,2,,,,,,100.0,100.0,47.8,100.0,100.0,0.0,42.9,0.0,20.6766,,,59.151016260162606,True,,,1.0,20.16,-4.5455,20.605,-2.4384
2026-09-22,2026-09-22T13:34:02.381290,TWST,RAPID_INCREASE_IMMEDIATE,165.975,0.927,0.842,0.085,0.561,28.3115,2,0.8,1.8417728608457076,5,0.2820948574598491,0.45,37.5,71.0,38.1,59.0,36.9,0.0,35.4,0.0,165.3784,,,44.12877004998521,True,,,1.0,167.445,0.8857,169.6,2.1841
2026-09-22,2026-09-22T13:34:05.691391,FSLY,RAPID_INCREASE_IMMEDIATE,27.38,1.22,1.135,0.085,0.344,9.2768,1,0.8,3.6818365170990335,5,0.6754424719402555,0.6,89.2,78.4,26.3,70.1,54.1,0.0,28.1,0.0,27.1615,,,50.332276033089194,False,rejected_by_pre_entry_checks,,1.0,27.51,0.4748,27.915,1.954
2026-09-22,2026-09-22T13:34:09.009340,FSLY,RAPID_INCREASE_IMMEDIATE,27.33,1.035,0.95,0.085,0.369,9.2938,1,0.8,3.6818365170990335,5,0.6754424719402555,0.6,66.7,73.8,14.5,65.3,43.2,0.0,29.0,0.0,27.1637,,,44.699873906018865,False,rejected_by_pre_entry_checks,,1.0,27.51,0.6586,27.915,2.1405
2026-09-22,2026-09-22T13:34:12.408300,GOOG,RAPID_INCREASE_IMMEDIATE,354.5914,0.401,0.316,0.085,0.974,0.4484,1,0.4,0.6741744703464031,5,0.6883625547925087,0.75,48.6,57.9,48.9,57.3,14.5,40.0,49.1,11.5,353.5642,54.8,XLC,53.701144107273905,True,,,1.0,358.7,1.1587,355.345,0.2125
2026-09-22,2026-09-22T13:34:15.996719,MLKN,RAPID_INCREASE_IMMEDIATE,21.12,2.251,2.166,0.085,0.795,24.3845,2,,,,,,100.0,100.0,46.3,100.0,100.0,0.0,43.2,0.0,20.6962,,,58.939193766937656,True,,,1.0,20.16,-4.5455,20.605,-2.4384
2026-09-22,2026-09-22T13:34:15.999599,FSLY,RAPID_INCREASE_IMMEDIATE,27.35,1.109,1.024,0.085,0.412,10.6033,2,0.8,3.6818365170990335,5,0.6754424719402555,0.6,44.8,75.6,15.9,66.8,47.6,0.0,30.4,0.0,27.1675,,,41.415524840111544,False,rejected_by_pre_entry_checks,,1.0,27.51,0.585,27.915,2.0658
