date,signal_time,symbol,entry_method,price,signal_pct,excess_vs_spy_pct,spy_pct,rvol,spread_pct,burst_width,opening_hit_rate,opening_avg_gain,opening_sessions,opening_efficiency,opening_directional,cf_efficiency,cf_rel_strength,cf_vol_accel,cf_vwap_pos,cf_exhaustion,cf_breakout,cf_rvol,cf_spread,cf_vwap,cf_sector_strength,cf_sector_etf,cf_score,taken,skip_reason,qty,size_multiplier,price_15min,pct_15min,price_30min,pct_30min
2026-09-25,2026-09-25T13:30:22.100343,MRNA,OPENING_MOVE,196.935,1.008,,,,,,,,,,,,,,,,,,,,,,,True,,,0.6,195.35,-0.8048,194.5096,-1.2316
2026-09-25,2026-09-25T13:30:22.147540,DDOG,OPENING_MOVE,265.21,0.458,,,,,,,,,,,,,,,,,,,,,,,True,,,0.6,276.51,4.2608,277.48,4.6265
2026-09-25,2026-09-25T13:30:22.203848,DOCN,OPENING_MOVE,144.33,0.229,,,,,,,,,,,,,,,,,,,,,,,True,,,0.6,144.625,0.2044,143.095,-0.8557
2026-09-25,2026-09-25T13:30:22.315957,CRDO,OPENING_MOVE,202.4,0.203,,,,,,,,,,,,,,,,,,,,,,,True,,,0.6,205.66,1.6107,200.9141,-0.7341
2026-09-25,2026-09-25T13:30:29.450895,AKAM,OPENING_MOVE,127.04,0.694,,0.0,,,,,,,,,,,,,,,,,,,,,True,,,0.6,121.6,-4.2821,119.0,-6.3287
2026-09-25,2026-09-25T13:30:36.411742,CAI,OPENING_MOVE,32.65,0.492,,0.0,,,,,,,,,,,,,,,,,,,,,True,,,0.6,32.195,-1.3936,31.99,-2.0214
2026-09-25,2026-09-25T13:30:40.336125,MRVL,OPENING_MOVE,264.52,0.269,,0.0,,,,,,,,,,,,,,,,,,,,,True,,,0.6,261.915,-0.9848,262.19,-0.8808
2026-09-25,2026-09-25T13:31:11.206766,VKTX,OPENING_MOVE,38.01,0.556,,-0.091,,,,,,,,,,,,,,,,,,,,,True,,,0.6,37.89,-0.3157,36.6999,-3.4467
2026-09-25,2026-09-25T13:31:11.264283,QCOM,OPENING_MOVE,195.77,0.205,,-0.091,,,,,,,,,,,,,,,,,,,,,True,,,0.6,200.275,2.3012,201.515,2.9346
2026-09-25,2026-09-25T13:31:33.077071,CDNS,OPENING_MOVE,328.57,0.388,,-0.091,,,,,,,,,,,,,,,,,,,,,True,,,0.6,330.07,0.4565,327.88,-0.21
2026-09-25,2026-09-25T13:31:45.533183,KLAC,OPENING_MOVE,187.8398,0.245,,-0.091,,,,,,,,,,,,,,,,,,,,,True,,,0.6,188.765,0.4925,189.05,0.6443
2026-09-25,2026-09-25T13:32:13.512601,ALAB,OPENING_MOVE,365.79,0.277,,-0.029,,,,,,,,,,,,,,,,,,,,,True,,,0.6,366.81,0.2788,361.895,-1.0648
2026-09-25,2026-09-25T13:33:02.721986,BITX,OPENING_MOVE,19.79,-0.653,,-0.029,,,,,,,,,,,,,,,,,,,,,False,opening_burst_not_taken,,0.6,19.69,-0.5053,19.6965,-0.4725
2026-09-25,2026-09-25T13:33:02.722040,GME,OPENING_MOVE,24.7005,-0.921,,-0.029,,,,,,,,,,,,,,,,,,,,,False,opening_burst_not_taken,,0.6,24.38,-1.2975,23.63,-4.3339
2026-09-25,2026-09-25T13:33:02.722068,BMNR,OPENING_MOVE,27.6921,-2.048,,-0.029,,,,,,,,,,,,,,,,,,,,,False,opening_burst_not_taken,,0.6,27.455,-0.8562,27.43,-0.9465
2026-09-25,2026-09-25T13:33:02.722308,NBIS,OPENING_MOVE,242.9499,-1.188,,-0.029,,,,,,,,,,,,,,,,,,,,,False,opening_burst_not_taken,,0.6,240.09,-1.1772,239.47,-1.4324
2026-09-25,2026-09-25T13:33:02.722354,AXTI,OPENING_MOVE,75.94,-2.265,,-0.029,,,,,,,,,,,,,,,,,,,,,False,opening_burst_not_taken,,0.6,77.2899,1.7776,75.875,-0.0856
2026-09-25,2026-09-25T13:33:02.722380,MSTR,OPENING_MOVE,159.3199,-2.258,,-0.029,,,,,,,,,,,,,,,,,,,,,False,opening_burst_not_taken,,0.6,159.31,-0.0062,158.6477,-0.4219
2026-09-25,2026-09-25T13:33:02.722407,TTAN,OPENING_MOVE,59.355,-1.24,,-0.029,,,,,,,,,,,,,,,,,,,,,False,opening_burst_not_taken,,0.6,59.56,0.3454,59.74,0.6486
2026-09-25,2026-09-25T13:33:02.722431,CLS,OPENING_MOVE,377.39,-1.385,,-0.029,,,,,,,,,,,,,,,,,,,,,False,opening_burst_not_taken,,0.6,374.21,-0.8426,377.68,0.0768
2026-09-25,2026-09-25T13:33:02.722449,CRWV,OPENING_MOVE,89.235,-1.615,,-0.029,,,,,,,,,,,,,,,,,,,,,False,opening_burst_not_taken,,0.6,89.0632,-0.1925,88.15,-1.2159
2026-09-25,2026-09-25T13:33:02.722467,PANW,OPENING_MOVE,384.11,-0.821,,-0.029,,,,,,,,,,,,,,,,,,,,,False,opening_burst_not_taken,,0.6,379.97,-1.0778,379.15,-1.2913
2026-09-25,2026-09-25T13:33:02.722485,LRCX,OPENING_MOVE,309.69,0.181,,-0.029,,,,,,,,,,,,,,,,,,,,,False,opening_burst_not_taken,,0.6,311.37,0.5425,314.2799,1.4821
2026-09-25,2026-09-25T13:33:02.722503,INTC,OPENING_MOVE,125.105,-1.383,,-0.029,,,,,,,,,,,,,,,,,,,,,False,opening_burst_not_taken,,0.6,126.015,0.7274,125.285,0.1439
2026-09-25,2026-09-25T13:33:02.722521,MXL,OPENING_MOVE,86.04,-1.758,,-0.029,,,,,,,,,,,,,,,,,,,,,False,opening_burst_not_taken,,0.6,88.12,2.4175,90.21,4.8466
