trade_id,date,symbol,entry_time,entry_price,position_size,entry_method,size_multiplier,spy_return,qqq_return,spy_vs_vwap,qqq_vs_vwap,market_breadth,regime,stock_vs_vwap,relative_volume,momentum,continuation_score,sector_strength,spread_pct,mfe_pct,mae_pct,exit_time,exit_price,exit_reason,realized_pnl,realized_pnl_pct
DOCN-20260925T13332043875,2026-09-25,DOCN,2026-09-25T13:33:20.438751,145.435833,3,RAPID_INCREASE_IMMEDIATE,1.0,-0.007,-0.056,0.06392154652067811,0.023953795736782826,-0.12216578710699122,choppy,0.6348,1.0,0.363,55.0715598685707,,11.0178,0.0441,-0.9975,2026-09-25T13:34:01.485424,143.9851,FIRST_EXIT_-0.7%,-4.3521990000000415,-0.9975072649393177,0.0866,,
DOCN-20260925T13332043875,2026-09-25,DOCN,2026-09-25T13:33:20.438751,145.435833,9,RAPID_INCREASE_IMMEDIATE,1.0,-0.007,-0.056,0.06392154652067811,0.023953795736782826,-0.12216578710699122,choppy,0.6348,1.0,0.363,55.0715598685707,,11.0178,0.0441,-0.9975,2026-09-25T13:34:04.955222,143.9851,TRAILING_STOP,-13.056597000000124,-0.9975072649393177,0.0866,,
AKAM-20260925T13334460976,2026-09-25,AKAM,2026-09-25T13:33:44.609768,124.78,14,RAPID_INCREASE_IMMEDIATE,1.0,-0.007,-0.056,0.06205079311053857,0.024931782316204493,-0.0676476072667297,choppy,0.3688,1.0,1.243,54.44128468538279,,10.2883,0.0,-1.0258,2026-09-25T13:34:11.928338,123.5,FINAL_EXIT_-1.0%,-17.920000000000016,-1.025805417534862,0.7672,,
CAI-20260925T13334110754,2026-09-25,CAI,2026-09-25T13:33:41.107548,32.48,9,RAPID_INCREASE_IMMEDIATE,1.0,-0.007,-0.056,0.06230958203855422,0.024801966745332974,-0.10741707906596053,choppy,0.0463,1.0,0.528,64.8369804678628,,6.7613,0.0,-0.9852,2026-09-25T13:35:01.318724,32.16,FIRST_EXIT_-0.7%,-2.8800000000000026,-0.9852216748768483,0.2779,,
CRDO-20260925T13334114517,2026-09-25,CRDO,2026-09-25T13:33:41.145173,204.07,3,RAPID_INCREASE_IMMEDIATE,1.0,-0.007,-0.056,0.06230958203855422,0.024801966745332974,-0.10741707906596053,choppy,0.398,1.0,0.415,60.617667818138536,,10.3663,0.8379,-0.2965,2026-09-25T13:35:01.605933,205.78,TAKE_PROFIT_0.7%,5.130000000000024,0.8379477630224962,0.0687,,
CAI-20260925T13334110754,2026-09-25,CAI,2026-09-25T13:33:41.107548,32.48,21,RAPID_INCREASE_IMMEDIATE,1.0,-0.007,-0.056,0.06230958203855422,0.024801966745332974,-0.10741707906596053,choppy,0.0463,1.0,0.528,64.8369804678628,,6.7613,0.0,-0.9852,2026-09-25T13:35:05.196858,32.16,TRAILING_STOP,-6.720000000000006,-0.9852216748768483,0.2779,,
BMNR-20260925T13341565714,2026-09-25,BMNR,2026-09-25T13:34:15.657148,27.784127,31,RAPID_INCREASE_IMMEDIATE,1.0,0.127,0.055,0.1001665931380413,0.07511612094894839,0.007745665831459465,choppy,0.3665,0.872,0.307,47.86103025758317,,0.108,0.4887,-0.0843,2026-09-25T13:36:01.976996,27.9199,TAKE_PROFIT_0.4%,4.208962999999901,0.48867110346852655,0.0329,,
MSTR-20260925T13342216901,2026-09-25,MSTR,2026-09-25T13:34:22.169014,159.89,5,RAPID_INCREASE_IMMEDIATE,1.0,0.127,0.055,0.09896087094029898,0.0740691697332422,0.043281468204101566,choppy,0.3828,0.593,0.39,43.07868694363878,73.9,3.4415,0.4753,-0.1814,2026-09-25T13:36:02.113244,160.65,TAKE_PROFIT_0.4%,3.8000000000000966,0.47532678716618887,0.0469,,
NBIS-20260925T13335153316,2026-09-25,NBIS,2026-09-25T13:33:51.533169,243.625714,7,RAPID_INCREASE_IMMEDIATE,1.0,-0.007,-0.056,0.06154128121738538,0.02518253227710293,-0.06858009633285377,choppy,0.247,1.0,0.448,50.95173770218107,,9.4452,0.2419,-0.5238,2026-09-25T13:37:01.188752,242.3496,TRAILING_STOP,-8.932797999999849,-0.5238010302968177,0.0475,,
QCOM-20260925T13343205761,2026-09-25,QCOM,2026-09-25T13:34:32.057611,196.5275,4,RAPID_INCREASE_IMMEDIATE,1.0,0.127,0.055,0.09721653548915157,0.0725852542411445,0.07159049000313146,choppy,0.5268,0.852,0.581,46.785865356161636,65.4,9.3292,0.922,-0.5228,2026-09-25T13:37:01.267828,198.3395,TAKE_PROFIT_0.7%,7.247999999999934,0.9220083703298435,0.0242,,
