trade_id,symbol,date,timestamp,price,gain_pct
DOCN-20260925T13332043875,DOCN,2026-09-25,2026-09-25T09:33:33.815696-04:00,145.35,-0.1031
DOCN-20260925T13332043875,DOCN,2026-09-25,2026-09-25T09:33:37.160047-04:00,144.48,-0.701
DOCN-20260925T13332043875,DOCN,2026-09-25,2026-09-25T09:33:40.465712-04:00,144.445,-0.7251
DOCN-20260925T13332043875,DOCN,2026-09-25,2026-09-25T09:33:44.145871-04:00,144.445,-0.7251
DOCN-20260925T13332043875,DOCN,2026-09-25,2026-09-25T09:33:47.644027-04:00,145.06,-0.3024
DOCN-20260925T13332043875,DOCN,2026-09-25,2026-09-25T09:33:50.936922-04:00,144.83,-0.4605
DOCN-20260925T13332043875,DOCN,2026-09-25,2026-09-25T09:33:54.533864-04:00,144.83,-0.4166
CRDO-20260925T13334114517,CRDO,2026-09-25,2026-09-25T09:33:54.533864-04:00,203.7501,-0.1568
DOCN-20260925T13332043875,DOCN,2026-09-25,2026-09-25T09:33:57.912983-04:00,144.6039,-0.572
CAI-20260925T13334110754,CAI,2026-09-25,2026-09-25T09:33:57.912983-04:00,32.3044,-0.5406
CRDO-20260925T13334114517,CRDO,2026-09-25,2026-09-25T09:33:57.912983-04:00,204.105,0.0172
DOCN-20260925T13332043875,DOCN,2026-09-25,2026-09-25T09:34:01.361608-04:00,144.7521,-0.4701
CAI-20260925T13334110754,CAI,2026-09-25,2026-09-25T09:34:01.361608-04:00,32.3044,-0.5406
CRDO-20260925T13334114517,CRDO,2026-09-25,2026-09-25T09:34:01.361608-04:00,204.6854,0.3016
DOCN-20260925T13332043875,DOCN,2026-09-25,2026-09-25T09:34:04.816962-04:00,144.45,-0.6778
CAI-20260925T13334110754,CAI,2026-09-25,2026-09-25T09:34:04.816962-04:00,32.365,-0.3541
CRDO-20260925T13334114517,CRDO,2026-09-25,2026-09-25T09:34:04.816962-04:00,204.7717,0.3439
INTC-20260925T13335149316,INTC,2026-09-25,2026-09-25T09:34:04.816962-04:00,125.555,0.1076
NBIS-20260925T13335153316,NBIS,2026-09-25,2026-09-25T09:34:04.816962-04:00,243.425,-0.0964
CAI-20260925T13334110754,CAI,2026-09-25,2026-09-25T09:34:08.344746-04:00,32.365,-0.3541
CRDO-20260925T13334114517,CRDO,2026-09-25,2026-09-25T09:34:08.344746-04:00,204.88,0.3969
CDNS-20260925T13334464254,CDNS,2026-09-25,2026-09-25T09:34:08.344746-04:00,329.125,-0.1177
INTC-20260925T13335149316,INTC,2026-09-25,2026-09-25T09:34:08.344746-04:00,125.515,0.0757
NBIS-20260925T13335153316,NBIS,2026-09-25,2026-09-25T09:34:08.344746-04:00,243.21,-0.1706
CAI-20260925T13334110754,CAI,2026-09-25,2026-09-25T09:34:11.791197-04:00,32.29,-0.585
CRDO-20260925T13334114517,CRDO,2026-09-25,2026-09-25T09:34:11.791197-04:00,204.575,0.2475
AKAM-20260925T13334460976,AKAM,2026-09-25,2026-09-25T09:34:11.791197-04:00,124.9494,0.1358
CDNS-20260925T13334464254,CDNS,2026-09-25,2026-09-25T09:34:11.791197-04:00,328.375,-0.3453
INTC-20260925T13335149316,INTC,2026-09-25,2026-09-25T09:34:11.791197-04:00,125.5887,0.1345
NBIS-20260925T13335153316,NBIS,2026-09-25,2026-09-25T09:34:11.791197-04:00,243.0,-0.2568
CAI-20260925T13334110754,CAI,2026-09-25,2026-09-25T09:34:15.284974-04:00,32.315,-0.508
CRDO-20260925T13334114517,CRDO,2026-09-25,2026-09-25T09:34:15.284974-04:00,204.8337,0.3742
CDNS-20260925T13334464254,CDNS,2026-09-25,2026-09-25T09:34:15.284974-04:00,328.2504,-0.3831
INTC-20260925T13335149316,INTC,2026-09-25,2026-09-25T09:34:15.284974-04:00,125.57,0.1196
NBIS-20260925T13335153316,NBIS,2026-09-25,2026-09-25T09:34:15.284974-04:00,243.265,-0.1481
CAI-20260925T13334110754,CAI,2026-09-25,2026-09-25T09:34:18.662763-04:00,32.305,-0.5388
CRDO-20260925T13334114517,CRDO,2026-09-25,2026-09-25T09:34:18.662763-04:00,205.09,0.4998
CDNS-20260925T13334464254,CDNS,2026-09-25,2026-09-25T09:34:18.662763-04:00,329.5,-0.0039
INTC-20260925T13335149316,INTC,2026-09-25,2026-09-25T09:34:18.662763-04:00,125.62,0.1595
NBIS-20260925T13335153316,NBIS,2026-09-25,2026-09-25T09:34:18.662763-04:00,243.28,-0.1419
CAI-20260925T13334110754,CAI,2026-09-25,2026-09-25T09:34:21.935731-04:00,32.305,-0.5388
CRDO-20260925T13334114517,CRDO,2026-09-25,2026-09-25T09:34:21.935731-04:00,204.86,0.3871
CDNS-20260925T13334464254,CDNS,2026-09-25,2026-09-25T09:34:21.935731-04:00,328.685,-0.2512
INTC-20260925T13335149316,INTC,2026-09-25,2026-09-25T09:34:21.935731-04:00,125.64,0.1754
NBIS-20260925T13335153316,NBIS,2026-09-25,2026-09-25T09:34:21.935731-04:00,243.6,-0.0106
BMNR-20260925T13341565714,BMNR,2026-09-25,2026-09-25T09:34:21.935731-04:00,27.79,0.0211
CAI-20260925T13334110754,CAI,2026-09-25,2026-09-25T09:34:25.177567-04:00,32.305,-0.5388
CRDO-20260925T13334114517,CRDO,2026-09-25,2026-09-25T09:34:25.177567-04:00,204.9587,0.4355
CDNS-20260925T13334464254,CDNS,2026-09-25,2026-09-25T09:34:25.177567-04:00,328.8721,-0.1945
INTC-20260925T13335149316,INTC,2026-09-25,2026-09-25T09:34:25.177567-04:00,125.7705,0.2795
NBIS-20260925T13335153316,NBIS,2026-09-25,2026-09-25T09:34:25.177567-04:00,243.445,-0.0742
BMNR-20260925T13341565714,BMNR,2026-09-25,2026-09-25T09:34:25.177567-04:00,27.835,0.1831
CAI-20260925T13334110754,CAI,2026-09-25,2026-09-25T09:34:28.488732-04:00,32.3,-0.5542
CRDO-20260925T13334114517,CRDO,2026-09-25,2026-09-25T09:34:28.488732-04:00,205.34,0.6223
CDNS-20260925T13334464254,CDNS,2026-09-25,2026-09-25T09:34:28.488732-04:00,328.97,-0.1647
INTC-20260925T13335149316,INTC,2026-09-25,2026-09-25T09:34:28.488732-04:00,125.81,0.311
NBIS-20260925T13335153316,NBIS,2026-09-25,2026-09-25T09:34:28.488732-04:00,243.73,0.0428
BMNR-20260925T13341565714,BMNR,2026-09-25,2026-09-25T09:34:28.488732-04:00,27.815,0.1111
MSTR-20260925T13342216901,MSTR,2026-09-25,2026-09-25T09:34:28.488732-04:00,159.71,-0.1126
CAI-20260925T13334110754,CAI,2026-09-25,2026-09-25T09:34:31.742471-04:00,32.3,-0.5542
CRDO-20260925T13334114517,CRDO,2026-09-25,2026-09-25T09:34:31.742471-04:00,204.915,0.4141
CDNS-20260925T13334464254,CDNS,2026-09-25,2026-09-25T09:34:31.742471-04:00,328.8778,-0.1927
INTC-20260925T13335149316,INTC,2026-09-25,2026-09-25T09:34:31.742471-04:00,125.72,0.2392
NBIS-20260925T13335153316,NBIS,2026-09-25,2026-09-25T09:34:31.742471-04:00,243.5,-0.0516
BMNR-20260925T13341565714,BMNR,2026-09-25,2026-09-25T09:34:31.742471-04:00,27.82,0.1291
MSTR-20260925T13342216901,MSTR,2026-09-25,2026-09-25T09:34:31.742471-04:00,159.75,-0.0876
CAI-20260925T13334110754,CAI,2026-09-25,2026-09-25T09:34:35.066246-04:00,32.29,-0.585
CRDO-20260925T13334114517,CRDO,2026-09-25,2026-09-25T09:34:35.066246-04:00,204.845,0.3798
CDNS-20260925T13334464254,CDNS,2026-09-25,2026-09-25T09:34:35.066246-04:00,328.8778,-0.1927
INTC-20260925T13335149316,INTC,2026-09-25,2026-09-25T09:34:35.066246-04:00,125.72,0.2392
NBIS-20260925T13335153316,NBIS,2026-09-25,2026-09-25T09:34:35.066246-04:00,243.75,0.051
BMNR-20260925T13341565714,BMNR,2026-09-25,2026-09-25T09:34:35.066246-04:00,27.81,0.0931
MSTR-20260925T13342216901,MSTR,2026-09-25,2026-09-25T09:34:35.066246-04:00,159.73,-0.1001
CAI-20260925T13334110754,CAI,2026-09-25,2026-09-25T09:34:38.278957-04:00,32.3,-0.5542
CRDO-20260925T13334114517,CRDO,2026-09-25,2026-09-25T09:34:38.278957-04:00,204.87,0.392
CDNS-20260925T13334464254,CDNS,2026-09-25,2026-09-25T09:34:38.278957-04:00,328.398,-0.3383
INTC-20260925T13335149316,INTC,2026-09-25,2026-09-25T09:34:38.278957-04:00,125.7,0.2232
NBIS-20260925T13335153316,NBIS,2026-09-25,2026-09-25T09:34:38.278957-04:00,243.565,-0.0249
BMNR-20260925T13341565714,BMNR,2026-09-25,2026-09-25T09:34:38.278957-04:00,27.7785,-0.0203
MSTR-20260925T13342216901,MSTR,2026-09-25,2026-09-25T09:34:38.278957-04:00,159.7645,-0.0785
QCOM-20260925T13343205761,QCOM,2026-09-25,2026-09-25T09:34:38.278957-04:00,196.52,-0.0038
CAI-20260925T13334110754,CAI,2026-09-25,2026-09-25T09:34:41.548606-04:00,32.3,-0.5542
CRDO-20260925T13334114517,CRDO,2026-09-25,2026-09-25T09:34:41.548606-04:00,205.18,0.5439
CDNS-20260925T13334464254,CDNS,2026-09-25,2026-09-25T09:34:41.548606-04:00,329.24,-0.0828
INTC-20260925T13335149316,INTC,2026-09-25,2026-09-25T09:34:41.548606-04:00,125.6565,0.1886
NBIS-20260925T13335153316,NBIS,2026-09-25,2026-09-25T09:34:41.548606-04:00,243.88,0.1044
BMNR-20260925T13341565714,BMNR,2026-09-25,2026-09-25T09:34:41.548606-04:00,27.7783,-0.021
MSTR-20260925T13342216901,MSTR,2026-09-25,2026-09-25T09:34:41.548606-04:00,159.6975,-0.1204
