date,signal_time,symbol,entry_method,price,signal_pct,excess_vs_spy_pct,spy_pct,rvol,spread_pct,burst_width,opening_hit_rate,opening_avg_gain,opening_sessions,opening_efficiency,opening_directional,cf_efficiency,cf_rel_strength,cf_vol_accel,cf_vwap_pos,cf_exhaustion,cf_breakout,cf_rvol,cf_spread,cf_vwap,cf_sector_strength,cf_sector_etf,cf_score,taken,skip_reason,qty,size_multiplier,price_15min,pct_15min,price_30min,pct_30min
2026-09-25,2026-09-25T13:33:13.409169,ALAB,RAPID_DECREASE_CANDIDATE,365.0,-0.556,-0.549,-0.007,,9.1041,2,0.6,3.317699589298841,5,0.590647971752025,0.8,,36.3,,47.6,0.0,0.0,,0.0,365.355,,,45.216351325317916,False,short_side_not_traded_evidence_only,,,365.715,0.1959,362.18,-0.7726
2026-09-25,2026-09-25T13:33:13.422498,MXL,RAPID_DECREASE_CANDIDATE,86.008,-0.488,-0.481,-0.007,,10.9757,2,0.8,3.900925365878437,5,0.4068913410851258,0.65,,38.0,,53.5,7.0,0.0,,0.0,85.8881,,,45.49483817531045,False,short_side_not_traded_evidence_only,,,88.12,2.4556,90.21,4.8856
2026-09-25,2026-09-25T13:33:16.881522,AXTI,RAPID_DECREASE_CANDIDATE,75.63,-0.454,-0.447,-0.007,1.0,25.638,4,0.8,3.6752702400746267,5,0.5864973886769775,0.4833333333333333,0.0,38.8,,38.9,0.0,0.0,50.0,0.0,75.9667,,,36.10308688021065,False,short_side_not_traded_evidence_only,,,77.2899,2.1948,75.875,0.3239
2026-09-25,2026-09-25T13:33:16.920548,TTAN,RAPID_DECREASE_CANDIDATE,59.3201,-0.636,-0.629,-0.007,1.0,1.3992,4,0.6,0.9104973326095207,5,0.5993909685086114,0.7,0.0,34.3,,46.1,0.0,0.0,50.0,0.0,59.4133,,,36.26653781418309,False,short_side_not_traded_evidence_only,,,59.56,0.4044,59.74,0.7079
2026-09-25,2026-09-25T13:33:16.972058,CLS,RAPID_DECREASE_CANDIDATE,375.085,-0.611,-0.604,-0.007,1.0,13.8049,4,0.6,1.9786391496989548,5,0.5801902924324067,0.6166666666666667,0.0,34.9,,38.1,0.0,0.0,50.0,0.0,376.8817,,,35.19230359661961,False,short_side_not_traded_evidence_only,,,374.21,-0.2333,377.68,0.6918
2026-09-25,2026-09-25T13:33:16.988499,MXL,RAPID_DECREASE_CANDIDATE,85.91,-0.602,-0.595,-0.007,1.0,10.9882,4,0.8,3.900925365878437,5,0.4068913410851258,0.65,0.0,35.1,,50.6,1.3,0.0,50.0,0.0,85.8881,,,36.929526973846585,False,short_side_not_traded_evidence_only,,,88.12,2.5725,90.21,5.0052
2026-09-25,2026-09-25T13:33:20.329502,AXTI,RAPID_DECREASE_CANDIDATE,75.6619,-0.412,-0.405,-0.007,1.0,25.6272,4,0.8,3.6752702400746267,5,0.5864973886769775,0.4833333333333333,0.0,39.9,,40.0,0.0,0.0,50.0,0.0,75.9667,,,36.47055726195707,False,short_side_not_traded_evidence_only,,,77.2899,2.1517,75.875,0.2816
2026-09-25,2026-09-25T13:33:20.347133,TTAN,RAPID_DECREASE_CANDIDATE,59.3201,-0.636,-0.629,-0.007,1.0,1.3992,4,0.6,0.9104973326095207,5,0.5993909685086114,0.7,0.0,34.3,,46.1,0.0,0.0,50.0,0.0,59.4133,,,36.26653781418313,False,short_side_not_traded_evidence_only,,,59.56,0.4044,59.74,0.7079
2026-09-25,2026-09-25T13:33:20.361155,CLS,RAPID_DECREASE_CANDIDATE,375.43,-0.519,-0.512,-0.007,1.0,13.7922,4,0.6,1.9786391496989548,5,0.5801902924324067,0.6166666666666667,0.0,37.2,,40.4,0.0,0.0,50.0,0.0,376.8817,,,35.99558110635965,False,short_side_not_traded_evidence_only,,,374.21,-0.325,377.68,0.5993
2026-09-25,2026-09-25T13:33:20.374988,MXL,RAPID_DECREASE_CANDIDATE,86.17,-0.301,-0.294,-0.007,1.0,10.9551,4,0.8,3.900925365878437,5,0.4068913410851258,0.65,0.0,42.6,,58.2,16.4,0.0,50.0,0.0,85.8881,,,37.2993294067787,False,short_side_not_traded_evidence_only,,,88.12,2.263,90.21,4.6884
