date,symbol,entry_time,entry_price,entry_method,burst_logic,price_source,signal_pct,post_exit_pct,post_exit_note,entry_rsi,mfe_pct,mae_pct,exit_time,exit_price,exit_reason,stop_loss_used,exit_rsi,qty,pl,pl_pct,list_source,entry_slippage_pct,decision_price,fill_price,exit_slippage_pct
2026-09-25,DOCN,2026-09-25T13:33:20.438751,145.435833,RAPID_INCREASE_IMMEDIATE,"normal: burst=1 < threshold 5, full size",tick,,-0.75,kept falling - exit was right,,0.0441,-0.9975,2026-09-25T13:34:04.955222,143.9851,TRAILING_STOP,True,70.57196165476422,9,-13.056597000000124,-0.9975072649393177,screener,0.0866,143.9851,,
2026-09-25,AKAM,2026-09-25T13:33:44.609768,124.78,RAPID_INCREASE_IMMEDIATE,"normal: burst=2 < threshold 5, full size",tick,,-1.514,kept falling - exit was right,,0.0,-1.0258,2026-09-25T13:34:11.928338,123.5,FINAL_EXIT_-1.0%,True,54.970104633781744,14,-17.920000000000016,-1.025805417534862,screener,0.7672,123.5,,
2026-09-25,CRDO,2026-09-25T13:33:41.145173,204.07,RAPID_INCREASE_IMMEDIATE,"normal: burst=2 < threshold 5, full size",tick,,-2.177,gave it back,,0.8379,-0.2965,2026-09-25T13:35:01.605933,205.78,TAKE_PROFIT_0.7%,False,70.50875945439265,3,5.130000000000024,0.8379477630224962,screener,0.0687,205.78,,
2026-09-25,CAI,2026-09-25T13:33:41.107548,32.48,RAPID_INCREASE_IMMEDIATE,"normal: burst=2 < threshold 5, full size",tick,,-0.404,kept falling - exit was right,,0.0,-0.9852,2026-09-25T13:35:05.196858,32.16,TRAILING_STOP,True,78.85095753538718,21,-6.720000000000006,-0.9852216748768483,screener,0.2779,32.16,,
2026-09-25,BMNR,2026-09-25T13:34:15.657148,27.784127,RAPID_INCREASE_IMMEDIATE,"normal: burst=2 < threshold 5, full size",tick,,-1.737,gave it back,,0.4887,-0.0843,2026-09-25T13:36:01.976996,27.9199,TAKE_PROFIT_0.4%,False,55.37931034482758,31,4.208962999999901,0.48867110346852655,screener,0.0329,27.9199,,
2026-09-25,MSTR,2026-09-25T13:34:22.169014,159.89,RAPID_INCREASE_IMMEDIATE,"normal: burst=3 < threshold 5, full size",tick,,-1.071,gave it back,,0.4753,-0.1814,2026-09-25T13:36:02.113244,160.65,TAKE_PROFIT_0.4%,False,59.95252225519289,5,3.8000000000000966,0.47532678716618887,screener,0.0469,160.65,,
2026-09-25,NBIS,2026-09-25T13:33:51.533169,243.625714,RAPID_INCREASE_IMMEDIATE,"normal: burst=2 < threshold 5, full size",tick,,-1.089,kept falling - exit was right,,0.2419,-0.5238,2026-09-25T13:37:01.188752,242.3496,TRAILING_STOP,True,63.120794617109894,7,-8.932797999999849,-0.5238010302968177,screener,0.0475,242.3496,,
2026-09-25,QCOM,2026-09-25T13:34:32.057611,196.5275,RAPID_INCREASE_IMMEDIATE,"normal: burst=3 < threshold 5, full size",tick,,1.102,ran further,,0.922,-0.5228,2026-09-25T13:37:01.267828,198.3395,TAKE_PROFIT_0.7%,False,70.03262389311791,4,7.247999999999934,0.9220083703298435,qqq,0.0242,198.3395,,
2026-09-25,QCOM,2026-09-25T13:34:32.057611,196.5275,RAPID_INCREASE_IMMEDIATE,"normal: burst=3 < threshold 5, full size",tick,,0.945,ran further,,1.006,-0.5228,2026-09-25T13:38:01.943112,198.5046,TAKE_PROFIT_1%,False,70.03262389311791,4,7.908400000000029,1.0060169696352963,qqq,0.0242,198.5046,,
2026-09-25,MSTR,2026-09-25T13:34:22.169014,159.89,RAPID_INCREASE_IMMEDIATE,"normal: burst=3 < threshold 5, full size",tick,,-0.084,flat,,0.4753,-0.1814,2026-09-25T13:39:01.936814,159.895,BREAKEVEN_STOP,False,59.95252225519289,5,0.02500000000011937,0.0031271499155818843,screener,0.0469,159.895,,
