trade_id,symbol,date,timestamp,price,gain_pct
CDW-20260924T13331206824,CDW,2026-09-24,2026-09-24T09:33:34.723970-04:00,144.045,-0.7271
CRDO-20260924T13331860071,CRDO,2026-09-24,2026-09-24T09:33:34.723970-04:00,188.025,0.0825
NVDA-20260924T13332501138,NVDA,2026-09-24,2026-09-24T09:33:44.665769-04:00,221.98,-0.0225
NVDA-20260924T13332501138,NVDA,2026-09-24,2026-09-24T09:33:48.092608-04:00,222.0,-0.0135
NVDA-20260924T13332501138,NVDA,2026-09-24,2026-09-24T09:33:51.319130-04:00,222.022,-0.0029
VICR-20260924T13332850710,VICR,2026-09-24,2026-09-24T09:33:51.319130-04:00,272.065,-0.6627
MRNA-20260924T13333172331,MRNA,2026-09-24,2026-09-24T09:33:51.319130-04:00,182.7688,0.3342
NVDA-20260924T13332501138,NVDA,2026-09-24,2026-09-24T09:33:54.748621-04:00,222.052,0.0106
VICR-20260924T13332850710,VICR,2026-09-24,2026-09-24T09:33:54.748621-04:00,273.29,-0.2154
MRNA-20260924T13333172331,MRNA,2026-09-24,2026-09-24T09:33:54.748621-04:00,182.3041,0.0791
ALAB-20260924T13331209978,ALAB,2026-09-24,2026-09-24T09:33:58.117263-04:00,351.2145,-0.4522
NVDA-20260924T13332501138,NVDA,2026-09-24,2026-09-24T09:33:58.117263-04:00,221.8271,-0.0907
MRNA-20260924T13333172331,MRNA,2026-09-24,2026-09-24T09:33:58.117263-04:00,182.445,0.1565
ALAB-20260924T13331209978,ALAB,2026-09-24,2026-09-24T09:34:01.583309-04:00,352.05,-0.2154
NVDA-20260924T13332501138,NVDA,2026-09-24,2026-09-24T09:34:01.583309-04:00,221.665,-0.1637
MRNA-20260924T13333172331,MRNA,2026-09-24,2026-09-24T09:34:01.583309-04:00,182.73,0.3129
INOD-20260924T13333841815,INOD,2026-09-24,2026-09-24T09:34:01.583309-04:00,70.8,-0.4779
ALAB-20260924T13331209978,ALAB,2026-09-24,2026-09-24T09:34:05.168124-04:00,352.45,-0.102
NVDA-20260924T13332501138,NVDA,2026-09-24,2026-09-24T09:34:05.168124-04:00,221.41,-0.2786
MRNA-20260924T13333172331,MRNA,2026-09-24,2026-09-24T09:34:05.168124-04:00,182.64,0.2635
ALAB-20260924T13331209978,ALAB,2026-09-24,2026-09-24T09:34:08.600102-04:00,352.55,-0.0737
NVDA-20260924T13332501138,NVDA,2026-09-24,2026-09-24T09:34:08.600102-04:00,221.5188,-0.2295
SAIL-20260924T13332845934,SAIL,2026-09-24,2026-09-24T09:34:08.600102-04:00,21.38,-0.3728
MRNA-20260924T13333172331,MRNA,2026-09-24,2026-09-24T09:34:08.600102-04:00,182.895,0.4035
ALAB-20260924T13331209978,ALAB,2026-09-24,2026-09-24T09:34:11.974227-04:00,352.0,-0.2296
NVDA-20260924T13332501138,NVDA,2026-09-24,2026-09-24T09:34:11.974227-04:00,221.46,-0.256
SAIL-20260924T13332845934,SAIL,2026-09-24,2026-09-24T09:34:11.974227-04:00,21.38,-0.3728
